Unnamed: 0,제목,날짜,본문
598,“도덕성 요구말라” “다 폐기해라” 이루다로 나뉜 청원장,2021.01.13.,소수자 차별·혐오 채팅과 개인정보 유출 문제로 논란의 중심에 선 인공지능(AI) 챗봇 ‘이루다’를 두고 네티즌들 반응이 갈리고 있다. 개발사가 서비스... 청와대 국민청원 게시판에는 12일 ‘인공지능 챗봇 이루다의 서비스 종료를 막아주세요’라는 제목의 글이 올라왔다. 글쓴이는 “윤리 문제로 이루다...
599,팬덤 서브 컬처 ‘알페스’는 왜 갑자기 디지털 성범죄로 몰렸을까,2021.01.13.,중단한 인공지능(AI) 챗봇 이루다를 이용하던 일부 남성 유저들 사이에서 그 문제가 제기됐다. 이후 래퍼 손심바가 자신이 등장하는 ‘팬픽션’을 읽고... 이에 팬덤 내부에서는 여러 차례 표현의 자유와 실존 인물에 대한 윤리적 범주를 어떻게 세울 것인가에 대한 자정 작용도 이뤄지고 있는 추세다.전문가들은...
600,"[CES2021] LG전자 박일평 CTO ""뉴노멀시대 선도 위해선 경쟁자와도 손잡아야""",2021.01.13.,"이 행사에는 △CTA(미국소비자기술협회) CEO 게리 샤피로 스마트 △밀키트(Meal Kit) 기업 토발라의 CEO 데이비드 래비 △인공지능 스타트업 엘레멘트 AI... 이번 행사에서 LG전자는 인공지능, 로봇 공학, 소비자 권리, 윤리 등 다양한 분야의 전문가와 함께 만든 인터렉티브 콘텐츠 형식의 보고서인 ‘AIX..."
601,이루다·카카오맵 개인정보 유출··· 데이터 활용 기조가 흔들린다,2021.01.13.,"연초부터 정보기술(IT) 업계를 뜨겁게 달군 것은 스캐터랩이 개발한 인공지능(AI) 챗봇 서비스 ‘이루다’다. 20대 여대생을 의인화한 이루다라는 캐릭터가... 민감한 젠더 이슈로 부각됨에 따라 많은 눈길이 이루다를 향했고, 이루다가 동성애에 대한 거부감을 표시하거나 인종차별 발언을 하는 등의 ‘AI 윤리’..."
603,끝없는 혁신·혁신…삼성·LG 세계적 기술력 뽐냈다,2021.01.13.,"줄었지만 인공지능(AI), 전기차, 환경 분야에서 전 세계 주요 기업들의 신기술 경쟁은 어느 때보다도 뜨거웠다. 삼성전자와 LG전자 등 한국... AI 가 일상을 파고들면서 전세계적으로 AI 윤리가 중요한 화두가 되면서 CES에서도 관련 논의도 나왔다. 브래드 스미스 마이크로소프트(MS) 최고법률책임자..."
604,"[단독] 이루다 만든 스캐터랩 대표 “이루다 논란, 오늘 입장 밝힌다”",2021.01.13.,"이수영 한국과학기술원(KAIST) 인공지능연구센터장은 “AI는 인공적으로 만든 지능인데, 지능은 사람의 두뇌를 모사하기 때문에 AI도 사람의 윤리를 가져야 한다”며 “기술적으로도 AI에게 인간의 윤리를 적용할 수 있고, 당연히 그렇게 해야 한다”고 주장했다. 예컨대 학습과정에서 차별이나 혐오을 떠올리는..."
605,"이루다가 '혐오 논란' 휩싸인 이유... ""단어 이해 못하고 헛소리""",2021.01.13.,"김학준 데이터 전문가 ""업체 부주의한 측면 있어, 가이드라인 논의 필요"" ▲ 이루다 홈페이지 캡처 ⓒ 스캐터랩 인공지능(AI) 챗봇 '이루다'를 둘러싼... 그러나 이루다는 레즈비언에 대해서 '질 떨어져보이잖아'라고 답하고, 미투 운동에 대해서는 ""오 절대 싫어 미치지 않고서야""라고 말하는 등 윤리적으로 문제가..."
606,"""개인정보 무단 활용·유출한 이루다…데이터 폐기해야"" 국민청원 등장",2021.01.13.,"송화연 기자,양새롬 기자 = 소수자 차별·혐오 발언과 개인정보 유출 문제로 도마 위에 오른 인공지능(AI) 챗봇 '이루다' 서비스를 종료해달라는 청와대... 기획자들의 윤리의식에 문제를 제기할 수밖에 없다""고 강조했다. 그러면서 ""이용자들의 개인정보를 함부로 다루고 있는 행위를 더 이상 보고 있을 수만은..."
607,[기자수첩] 제2의 '이루다' 사태 막으려면,2021.01.13.,"인공지능(AI) 챗봇 '이루다' 사태는 서비스 종료로 결국 끝이 났지만, 성희롱·혐오·개인정보 유출 등 수많은 논란을 야기한 '이루다'를 개발한... 하지만 스캐터랩은 대화·언어 AI에서 업계 최고 수준의 기술력을 보여줬다는 점에서, 이번 사태를 전화위복의 계기로 삼아 충분한 시간을 거쳐 AI 윤리 원칙을..."
608,"“뉴노멀 시대, 경쟁자와도 손잡아야”",2021.01.13.,"또 LG전자는 AI, 로봇공학, 소비자권리, 윤리 등 다양한 분야 전문가가 만든 보고서 ‘인공지능(AI) 경험 익스체인지’도 공개했다. LG전자는 이날 전장 산업에 속도를 낼 것을 시사하기도 했다. 지난해 12월 마그나 인터내셔널과 전기차 파워트레인 합작사 설립을 발표한 데 이어 룩소프트와 손잡고 만든..."
609,"[CES 2021] 박일평 LG전자 사장 ""뉴노멀시대, 오픈 이노베이션으로 승부""",2021.01.13.,"LG전자는 지난해 CES 2020에서 캐나다 인공지능 솔루션업체인 엘레멘트 AI와 함께 개발한 인공지능 발전 단계를 발표한 바 있다. 인공지능 발전 단계는... 이번 행사에는 인공지능, 로봇 공학, 소비자 권리, 윤리 등 다양한 분야의 전문가와 함께 만든 인터렉티브 콘텐츠 형식의 보고서인 ‘AIX Exchange..."
610,원희목 제약바이오협회장 2023년 2월까지 임기 연장,2021.01.13.,"원 회장은 2017년 취임 직후 연구개발(RD)과 윤리경영을 추진했다. 인공지능(AI)을 활용한 신약개발, 오픈이노베이션(개방형 혁신) 활성화 등을 진행했다. 지난해 감염병 공동 대응과 신약 개발을 지원하기 위해 협회와 회원사의 공동 출연으로 ‘한국혁신의약품컨소시엄’(KIMCo)을 출범시켰다."
611,‘이루다’ 비판했던 이재웅 “서비스 중단 환영..차별금지법 만들자”,2021.01.13.,"출처: 이루다 인스타그램 지난 9일 자신의 페이스북에 인공지능(AI)챗봇 ‘이루다’의 성희롱, 동성애 혐오에 대해 강도 높게 비판했던 이재웅 전 쏘카... 그는 “(이번 사태가) AI를 공공에 서비스 할 때의 사회적 책임, 윤리에 대해서 다시 생각해보고 여러 가지를 점검하는 기회가 됐으면 한다”며 “이러한..."
612,"[기고]빅데이터 시대, 수많은 데이터는 누구의 것인가",2021.01.12.,인공지능(AI)은 데이터를 바탕으로 기계학습 등 방식을 통해 특정 결과를 끌어내는 기술이다. 이때 정확도가 낮은 데이터를 학습시킨다면 오류 많은 AI가... 국내 데이터 산업은 초기 성장 단계이다 보니 저작권이나 소유권에 대한 법 제도나 윤리 기준이 아직 마련돼 있지 않다. 데이터를 무차별 수집하는 경우도...
613,"AI 챗봇 ‘이루다’, 서비스 잠정 중단…“혐오·차별 발언 사과”",2021.01.14.,"소수자 혐오 발언과 개인정보 무단 사용 등으로 논란을 빚었던 인공지능(AI) 챗봇(채팅로봇) 서비스 ‘이루다’가 결국 서비스를 잠정 중단하기로 했다.... 이어 “이번 학습을 통해 만들게 될 편향 대화 검출 모델은 모든 분들이 사용하실 수 있게 공개할 계획”이라며 “한국어 AI 대화 연구 및 AI 제품, AI 윤리..."
614,"""내 돈 내고 내 카톡 3자까지 돌려진 셈""…이루다 개발사 사과에 이용자 부글...",2021.01.13.,"그러면서 ""이번 사안으로 인해 인공지능 산업계에 계신 여러 동료 기업들, 연구자분들, 파트너들께도 누를 끼치지 않기를 바란다""며 ""AI 윤리에 관한 사회적 합의에 부합할 수 있도록 노력하겠다""고 덧붙였다. 성희롱에 이어 장애인·성소수자 혐오 발언으로 논란이 된 스캐터랩은, 연애 분석 앱 '연애의 과학'으로..."
615,"LG전자 박일평 사장 ""오픈 이노베이션으로 혁신 주도""",2021.01.13.,"(Element AI)와 함께 개발한 인공지능 발전 단계를 발표한 바 있다. 인공지능 발전 단계는 △1단계 효율화(Efficiency) △2단계 개인화(Personalization)... 이번 행사에서 LG전자는 인공지능, 로봇 공학, 소비자 권리, 윤리 등 다양한 분야의 전문가와 함께 만든 인터렉티브 콘텐츠 형식의 보고서인 'AIX..."
616,[뉴스IT(잇)쥬]뜨거웠던 이루다 논란…드디어 공개된 '상소문폰'·'갤 S21',2021.01.13.,"""안녕 난 너의 첫 인공지능(AI) 친구 이루다야"" 지난해 12월23일 스타트업 '스캐터랩'이 공개한 AI 챗봇 '이루다'가 11일 서비스를 중단하기로 결정됐다. 서비스는 중단됐지만, 성희롱 논란에서 시작된 '이루다 논쟁'은 인공지능 윤리, 개인정보보호와 데이터 활용의 균형, 인공지능 개발자의 사회적 책임 등..."
617,"의료IT, 제약업계와 협업 열기 ‘후끈’",2021.01.13.,"먼저 인공지능 헬스케어 기업 루닛(대표 서범석)은 신약개발기업 지아이이노베이션(대표 장명호·남수연)과 차세대 혁신 신약 개발을 위한 공동 연구... 선정했으며, 윤리위원회 승인을 위한 임상시험계획서 제출을 완료했다. 메디데이터 코리아 홍성용 총괄대표는 “세계 94개국에 위치한 2만 2000여..."
618,"SQ엔지니어링, 2021 온라인 워크숍 개최",2021.01.12.,"발표, 인공지능(AI) 및 디지털 트윈 관련 특강, 분임 토론 등을 통해 다양한 의견을 교환하게 될 예정이다. 이래철 SQ엔지니어링 대표이사는 “환경보호(Environment), 사회공헌(Social), 윤리경영(Governance)을 기본으로 4차 산업혁명 변화에 능동적으로 대응해야 할 때”라며 “한 차원 높은 연구개발..."
619,"여민수·조용수 'ESG 경영' 동참...카카오,12일 ESG 위원회 신설안 이사회 통...",2021.01.05.,"또 2018년 1월 국내 기업 중 최초로 인공지능(AI) 기술 개발 및 윤리에 관한 규범을 담은 '카카오 알고리즘 윤리 헌장'을 발표했으며, 이용자 프라이버시를 보호하기 위해 2012년부터 매년 두 차례 투명성 보고서를 자율적으로 발행하고 있다. 지난해 9월에는 코로나19로 인해 달라진 일상의 모습을 파악하고 위기..."
620,"구글, 노조 결성…""학대·보복·차별 방지""",2021.01.05.,"4일(현지시간) 로이터통신과 뉴욕타임즈 등 외신에 따르면 구글의 모기업인 알파벳의 직원 200여명은 직장 평등과 윤리적 비즈니스 관행을 장려하기 위해... 사용할 인공지능(AI) 기술을 개발했으며 증오 단체의 광고로 수익을 얻었다""고 주장했다. 노조는 정규직과 계약직 직원, 협력업체까지 통일된 직원들의..."
622,"민변 등 ""정부, '이루다' 개발사 철저히 조사·처벌해야""",2021.01.11.,"인공지능(AI) 챗봇 '이루다'의 개발사 '스캐터랩'에 대해 시민단체들이 정부의 철저한 조사·처벌과 법적 대안 마련을 요구했다. 민주사회를 위한... 없는 AI기술로 이어질 것이라고 우려했다. 그러면서 ""윤리 준수를 선의에 기댈 게 아니라 AI기술을 사회적으로 통제하기 위한 현실적이고 명확한 법 규범이..."
623,"중국 유튜버, '김치 영상' 올리곤 ""중국 전통요리""｜브리핑ON",2021.01.13.,전문가들도 인공지능이 사회적 약자와 소수자를 차별하지 않도록 윤리 원칙을 세워서 개발해야 한다고 의견을 모았습니다. 'AI 이루다'는 이용자가 40만 명을 넘는 등 Z세대 사이에서 큰 인기를 끌고 있지만 출시된 이후 성적 대상으로 취급되는 등 인공지능 악용 사례가 드러나기도 했습니다.
624,[조상희 변호사의 청년과 커피 한잔] 채팅 로봇 '이루다' 논란,2021.01.13.,이루다는 어느 한 회사에서 개발한 '인공지능'을 갖춘 가상의 인물이기에 현존하는 사람이 아니다. 그런데 사람이 아닌 이루다가 10대와 20대 사이에서... 그리고 서비스 중단의 문제가 불거지면서 AI 윤리에 관한 논의를 촉발시켰다.필자가 이루다를 보는 시각은 위 논쟁과는 조금 다르다. 10~20대가 왜...
625,혐오 발언·개인정보 유출 의혹…AI '이루다' 논란 계속(종합),2021.01.13.,"성희롱, 동성애 혐오, 성차별 등 인공지능(AI) 챗봇 '이루다'를 둘러싼 논란이 계속되고 있는 가운데 이용자들 사이에서는 '개인정보 유출 의혹'까지... 다음(Daum) 창업자인 이재웅 전 쏘카 대표는 전날 자신의 페이스북에 ""AI의 윤리 문제는 우리 사회 전체적으로 합의해 나가야 할 중요한 문제""라고 밝혔다. 이 전..."
627,논란 ‘이루다’ 사실상 종료…‘뿔난’ 이용자 집단소송절차 개시,2021.01.13.,"혐오 발언과 개인정보 유출 등 각종 논란을 낳던 인공지능, AI 챗봇 이루다가 사실상 종료됩니다. 논란 일주일만인데요. 류선우 기자, 이루다 서비스... 먼저 혐오 발언을 재생산하는 등 AI 윤리 가이드라인을 어겼다는 문제가 떠올랐고요. 이어 개발사가 카톡 대화를 수집할 때 개인정보 활용 동의를 제대로..."
628,버추얼 휴먼이 리얼 휴먼을 돕는다?,2021.01.13.,"최근 장애인과 레즈비언에 대한 혐오 발언과 개인정보 유출로 논란을 일으킨 인공지능 챗봇 이루다는 AI 딥러닝 기술을 활용한 일종의 디지털 로봇이다.... 버추얼 휴먼은 이루다의 사례와 같은 도덕적이고 사회 윤리적인 이슈 뿐만 아니라, 그래픽의 한계로 인해 사람과 닮았지만 사람이 아닌 존재에서..."
629,"[CES2021] 박일평 LG전자 CTO ""경쟁자와도 협력하는 '뉴노멀' 혁신""",2021.01.13.,LG전자는 지난해 CES2020에서 캐나다 인공지능 솔루션업체인 엘레멘트 AI와 함께 개발한 인공지능 발전 단계를 발표한 바 있다. 인공지능 발전 단계는... 이번 행사에서 LG전자는 인공지능·로봇 공학·소비자 권리·윤리 등 다양한 분야의 전문가와 함께 만든 인터렉티브 콘텐츠 형식의 보고서인 '인공지능...
630,"'벤처 위축' 꺼내든 이루다 개발사…업계 ""기본이나 지키길""",2021.01.13.,"김종윤 스캐터랩 대표 ""중국 벤처는 온갖 데이터 쉽게 쓴다"" 스타트업계 ""기본 윤리 어긴 기업이 할 말은 아니다"" 인공지능(AI) 챗봇 '이루다'의 혐오 논란과 개인정보 유출 의혹으로 사회적 논란을 일으킨 스타트업 스캐터랩의 김종윤 대표가 돌연 ""벤처 생태계 위축이 우려된다""고 주장하고 나섰다...."
631,"""모든 차별·증오 발언에 강경 대처하겠다""…카카오, 국내 기업 최초 '근절 원...",2021.01.13.,"최근 인공지능(AI) 챗봇 ‘이루다’의 성희롱·소수자 혐오 등으로 디지털·AI 윤리 논란이 뜨거운 가운데, 국내 기업 중 처음으로 ‘증오 발언 근절 원칙’을 내놓은 것이어서 주목된다. 카카오는 13일 공식 브런치에 '증오 발언 근절을 위한 카카오의 원칙'을 공개했다. 카카오는 ""온라인 증오 발언이 사회적..."
632,"""레즈 싫어"" ""흑인 징그러워"" AI '이루다' 이번엔 혐오 논란",2021.01.13.,"성희롱, 동성애 혐오, 성차별 등 인공지능(AI) 챗봇 '이루다'를 둘러싼 논란이 계속되고 있다. 이루다는 스타트업 스캐터랩이 출시한 20세 여대생의 인격을... 다음(Daum) 창업자인 이재웅 전 쏘카 대표는 전날 자신의 페이스북에 ""AI 시대에 AI의 윤리 문제는 우리 사회 전체적으로 합의해 나가야할 중요한 문제""라고..."
633,스무살 여대생 ‘이루다’는 어쩌다 여성혐오자가 되었나,2021.01.13.,인공지능 챗봇 ‘이루다’ 서비스 중단에도 커지는 논란 “지켜주지 못해 미안해.” 지난 12일 국내 스타트업이 개발한 인공지능(AI) 챗봇(대화 서비스... 전문가들은 작금의 이루다 논란이 향후 벌어질 AI의 윤리적 문제를 미리 보여주는 것이라고 지적하고 있다. ”오바마 아니면 흑인은 싫어” “내가...
634,"[CES 2021] 기술 위험성 역설한 MS…""통제 위한 협력 중요""",2021.01.13.,최근 국내에서도 인공지능(AI)을 기반으로 한 대화 애플리케이션 ‘이루다’를 둘러싼 논란으로 인해 AI 윤리강령이 화두로 떠오르고 있다. 13일(현지시간) 브래드 스미스 MS 최고법률책임자(CLO) 사장은 CES 2021 기조연설에서 '경제·사회적 도움을 주는 동시에 기본권을 훼손할 수 있는 기술의 이중성'을...
635,"[CES 2021]LG전자 박일평 CTO ""뉴노멀 시대, 경계 넘는 혁신해야""",2021.01.13.,"이번 행사에는 미국소비자기술협회(CTA) CEO 게리 샤피로, 스마트 밀키트 기업 토발라 CEO 데이비드 래비, 인공지능 스타트업 엘레멘트AI CEO 장 프랑스와... 이번 행사에서 LG전자는 인공지능, 로봇 공학, 소비자 권리, 윤리 등 다양한 분야의 전문가와 함께 만든 인터렉티브 콘텐츠 형식의 보고서인 '인공지능..."
636,"[CES 2021] LG전자, “뉴노멀 시대는 오픈 파트너십이 혁신의 관건""",2021.01.13.,"앞서 LG전자는 지난해 CES 2020에서 캐나다 인공지능 솔루션업체인 엘레멘트 AI(Element AI)와 함께 개발한 인공지능 발전 단계를 발표한 바 있다.... 이번 행사에서 LG전자는 인공지능, 로봇 공학, 소비자 권리, 윤리 등 다양한 분야의 전문가와 함께 만든 인터렉티브 콘텐츠 형식의 보고서인 'AIX Exchange..."
637,[기고] 자율주행 기술: (1) 자동차 업계 지형을 바꾸다,2021.01.13.,'자율주행의 기본 윤리' 등 총 5회로 연재된다. 본고에서는 최종적으로 완전한 자율주행에 도달하기 전에 통과해야 하는 각각의 단계들을 살펴보고... 독일 자를란트대학(Saarland University) 연구팀은 인공지능(AI) 시스템을 훈련하기 위해 설계된 복잡한 시뮬레이션 환경을 개발하고 있다. 이들 환경은...
638,[현장에서] 사상 첫 비대면 ‘CES 2021’이 남긴 것,2021.01.13.,"이번 CES에서는 코로나19 상황에서 스마트홈 서비스와 인공지능(AI), 친환경 등이 공통적인 화두로 떠올랐다. 특히 삼성전자와 LG전자 등 한국 대표... 코로나19 대유행 상황에서도 기술 발전과 함께 사회적·윤리적 가치를 향상시키기 위한 인류의 본격적인 고민이 시작된 것이다."
640,"AI 챗봇 '이루다' 서비스 잠정 중단…""차별·혐오 발언 사과""",2021.01.13.,"인공지능(AI) 챗봇 ‘이루다’가 혐오 발언 및 개인정보 유출 논란으로 서비스를 잠정 중단한다.이루다 개발사인 스타트업 스캐터랩은 11일 “특정... 한국어 AI 대화 연구 및 AI 제품, 그리고 AI 윤리 발전에 유용하게 쓰일 수 있었으면 좋겠다”고 언급했다. 스캐터랩은 논란이 되고 있는 개인정보 유출 의혹에..."
641,성희롱·차별 논란 ‘이루다’ 한 달도 안돼 은퇴 위기,2021.01.13.,"출시되자마자 큰 인기를 끌었던 인공지능(AI) 챗봇 ‘이루다’(사진)가 한 달도 되지 않아 ‘은퇴 위기’를 맞았다. ‘AI에 대한 성희롱’이란 생소한... 이재웅 전 쏘카 대표는 이루다 서비스 중단이 발표된 직후 자신의 페이스북에 글을 올려 “AI를 공공에 서비스할 때의 사회적 책임, 윤리에 대해서 다시..."
642,[줌인] 실리콘밸리가 '신의 직장' 구글 노조 설립에 긴장하는 이유,2021.01.13.,"이건 우리가 일하고 싶은 회사가 아니다’라는 제목의 기고문에서 ""흑인 등 유색인종과 장애인, 성소수자, 여성 노동자들에 대한 차별과 비윤리적인... 지난달 초엔 인공지능(AI) 전문가 팀닛 게브루가 구글의 기술이 성적·인종적으로 치우쳐있고 차별적 요소를 가려내지 못한다는 문제를 제기했다 해고..."
643,"이재웅 ""`이루다` 서비스 중단 환영…차별금지법 제정하자""",2021.01.20.,"이재웅 전 쏘카 대표가 AI(인공지능) 챗봇 이루다 제작사인 스캐터랩이 지난 11일 오후 서비스 잠정 중단을 발표하자 환영하며 ""포괄적 차별금지법 제정 등을 통해 AI를 학습시키는 우리 인간들의 규범과 윤리도 보완했으면 좋겠다""고 페이스북을 통해 밝혔다 이루다 개발사인 스타트업 스캐터랩은 지난 11일..."
644,"[현장에서]""기술에는 양심이 없다"", CES의 또 다른 화두",2021.01.20.,"케네디 전 미국 대통령의 격언을 인용해 AI(인공지능) 등 최첨단 기술 도입에 따른 부작용을 우려하고 경고 메시지를 보내기도 했다. 스미스 사장은... 그는 ""머신러닝 같은 기술은 편견과 차별을 학습하기도 한다""면서 ""올해 CES뿐 아니라 앞으로 이 문제(AI 윤리)를 고민해야 한다""며 기술 발전에 따른 AI 윤리..."
645,"LG전자 CTO 박일평 사장, ""뉴노멀 혁신위해 경쟁자와도 손잡을 수 있어""",2021.01.13.,"Rabie), 인공지능 스타트업 엘레멘트 AI(Element AI) CEO 장 프랑스와 가녜(Jean-Franois Gagn), 글로벌 소프트웨어 기업 룩소프트(Luxoft) CEO 드미트리... 출처= LG전자 인공지능 발전 단계의 진화 이번 행사에서 LG전자는 인공지능, 로봇 공학, 소비자 권리, 윤리 등 다양한 분야의 전문가와 함께 만든..."
646,"박일평 LG전자 사장 ""뉴노멀 시대, 분야 간 경계 넘는 혁신 필요""",2021.01.13.,"LG전자는 이번 행사를 통해 인공지능, 로봇 공학, 소비자 권리, 윤리 등 다양한 분야의 전문가와 함께 만든 인터렉티브 콘텐츠 형식의 보고서 'AIX Exchange'(인공지능 경험 익스체인지)를 공개하기도 했다. 장 프랑스와 가녜 엘레멘트 AI CEO는 ""LG전자는 제품과 서비스를 통해 고객과 직접 상호작용하기 때문에..."
650,"'이루다' 개발사 스캐터랩 닷새만에 사과…""데이터 관리 신중치 못했다""",2021.01.13.,"개인정보 무단 이용 등 논란을 일으킨 인공지능(AI) 챗봇 '이루다' 스캐터랩이 사과문을 냈다. 각종 논란이 불거진 지 닷새만이다. 스캐터랩은 지난 13일... 또 ""이번 사안으로 AI 산업계에 계신 여러 동료 기업들, 연구자분들, 파트너들께도 누를 끼치지 않기를 바란다""며 ""스캐터랩의 서비스 운영원칙이 AI 윤리에..."
651,"'개인정보 유출 논란' 이루다 개발사, '고지·안전조치 의무 위반' 쟁점",2021.01.13.,인공지능(AI) 챗봇 '이루다' 개발사 스캐터랩을 둘러싼 개인정보 이슈가 연일 터지면서 위법성 논란이 일고 있다. 스캐터랩이 '연애의 과학' 이용자들의... 방송통신위원회는 전날 AI 서비스가 활용되는 과정에서 '사람중심의 AI서비스'가 제공될 수 있도록 'AI 윤리규범'을 구체화하는 방안을 추진할 계획이라고...
652,‘한국판 뉴딜’ 수출 본격 추진… 5년간 30조 수출금융 지원,2021.01.13.,"D·N·A 융합 산업은 전략단계별로 5G, 인공지능(AI) 등 주요 분야에 대한 국내 실증결과를 해외진출 시 레퍼런스로 활용하고, 글로벌 범용성을 갖춘 사업... AI 윤리기준 및 법제 로드맵 등 국내 논의를 토대로 AI, 데이터 등 새롭게 부상하는 디지털 정책 아젠다에 선제 대응할 수 있도록 한다. 글로벌 벤처펀드..."
653,‘이루다’ 서비스 잠정 중단…“차별·혐오 개선하겠다”,2021.01.12.,"혐오 발언과 개인정보 유출 등의 논란에 휩싸인 인공지능(AI) 챗봇 ‘이루다’가 서비스를 잠정 중단한다. 이루다 개발사인 스타트업 스캐터랩은 11일... 이어 “앞으로 편향 대화 검출 모델은 모든 분이 사용하실 수 있게 공개할 계획”이라며 “한국어 AI 대화 연구 및 AI 제품, AI 윤리 발전에 유용하게 쓰일 수..."
656,'미성년 男아이돌 성착취' 당신이 모르는 '알페스'의 진실,2021.01.13.,"AI(인공지능) '이루다'에 대한 성착취 논란을 시작으로, ""미성년자 남성 아이돌을 성착취한다""는 고발로 실시간 검색어에 올랐던 아이돌 팬덤의 2차... 팬덤문화에서 윤리적으로 점검하고 개선할 것이 있는지에 대한 논의로 진행된다면 좋을텐데, 문제는 지금 그런 방향으로 가고 있지 않다""고 했다. #'N번방' 이후..."
658,"디지털 ID, 청구서·명세서·신분증 활용도 급증",2021.01.13.,이를 위해 디지털 ID 생태계 참여자들은 탈중앙화 강화 및 윤리 프레임 워크 구축 등을 이뤄낼 필요가 있다. 21일 카카오 브런치에 따르면 IT분야의 리서치... 향후 더욱 고도화될 인공지능(AI) 기능은 스마트폰을 더 스마트하게 하는 것에서 끝나지 않고 이용자의 인지 부하를 줄이고 디바이스 상 '디지털 미'를...
660,[VIEW POINT] AI 챗봇 이루다 `학대` 유감,2021.01.20.,지난달 23일 서비스를 시작한 인공지능(AI) 챗봇 '이루다'가 뭇매를 맞고 서비스를 결국 중단했다. 미처 생각하지 못했던 타당한 지적도 꽤 많았지만... 이루다 서비스 중단은 AI 윤리의식 문제와 더불어 사용자들의 이해 불충분 또한 문제가 될 수 있음을 보여준다. 2017년 유럽의회는 AI에 법적 권리와 책임을...
661,"원희목 제약바이오협회장, 임기 2년 연장",2021.01.11.,"또한 윤리경영 확립과 시장 투명성 제고를 위해 국제기준에 부합하는 반부패경영시스템(ISO37001)을 도입, 회원사의 참여를 도모했다. 뿐만 아니라 인공지능(AI)를 활용한 신약개발 환경 조성을 위해 2019년 한국보건산업진흥원과 AI신약지원센터 설립, 융합기반의 신약패러다임에 선제적으로 대응했다. 특히..."
662,"이루다 개발사 첫 사과문…""성실히 조사 임할 것…데이터 노출 사과""",2021.01.13.,"인공지능(AI) 챗봇 서비스 이루다의 개발사 스캐터랩이 개인정보 유출과 혐오표현 논란이 불거진지 5일만에 처음으로 사과문을 냈다.스캐터랩은 13일... 또한 “앞으로는 스캐터랩의 서비스 운영 원칙이 발전해나가는 인공지능 윤리에 관한 사회적 합의에 보다 부합할 수 있도록 지속적으로 가다듬어, 인공지능을..."
663,미 육군의 지상작전 무인체계(UGV) 개발 현황,2021.01.13.,"셋째, 인공지능(AI) 기능이다. 이점은 미국 등 서방국가가 러시아와 중국보다 앞서 있다. 지난해 12월 16일 『JDW』는 이에 대한 증거로 지난해... (legal), 윤리적(ethical), 전략적(strategic) 통제방안을 과거 군비통제 수준으로 제정하는 방안을 고민해야 한다고 강조하였다. ※ 약어 해설 - UAV..."
664,"성착취·혐오 논란 루다, '기본' 못 갖춘 게 진짜 문제",2021.01.13.,"국내외 민관 차원에서 진행된 'AI 윤리' 제정 논의에는 일관된 요소가 있다. 일례로 유럽연합(EU) 집행위원회는 2019년 '신뢰할 수 있는 인공지능을 위한 윤리가이드라인'을 통해 △ 다양성, 차별금지 및 공정성 △ 인간 개입·감독 △ 프라이버시 및 데이터 거버넌스 △ 투명성 등을 요구했다. 카카오가 제정한..."
665,"[브릿지 칼럼] 이루다의 이루지 못한 꿈, 챗봇 수난시대",2021.01.13.,"알파고의 등장 이후 인공지능(AI)에 대한 철학적 성찰은 우리에게 ‘지배’라는 키워드를 던졌다. 사람이 우선이라는 시대. 하지만 사람이 로봇에 의해 뒷선으로 밀리는 사태가 벌어졌다. 아리따운 20세 여대생 캐릭터의 인공지능 챗봇 ‘이루다’가 혐오표현, 개인정보 유출, 비윤리, 몰인간성 등 논란에..."
666,"[CES 2021] 박일평 LG전자 CTO 사장 ""뉴노멀 시대 선도하려면 경쟁자와도 손잡...",2021.01.11.,"◆인공지능 발전 단계의 진화 앞서 LG전자는 지난해 CES 2020에서 캐나다 인공지능 솔루션업체인 엘레멘트 AI와 함께 개발한 인공지능 발전 단계를... LG전자는 인공지능, 로봇 공학, 소비자 권리, 윤리 등 다양한 분야의 전문가와 함께 만든 인터렉티브 콘텐츠 형식의 보고서인 'AIX Exchange(인공지능 경험..."
667,"방통위, 이루다 논란 재발 방지 위해 관련 제도 정비",2021.01.11.,최근 인공지능(AI) 챗봇 서비스 '이루다'의 AI 윤리 및 개인정보보호 논란을 계기로 방송통신위원회가 관련 제도를 손질합니다. AI 이용자와 사업자에게 교육과 컨설팅을 지원하고 AI 윤리 규범을 구체화하는 등 정책기반을 마련하기로 했습니다. 방송통신위원회는 오늘(14일) 사람 중심의 AI 서비스가 제공되고...
668,"이원태 KISA 원장 ""보안 패러다임 변화에 새로운 개인정보 보호 체계 필수""",2021.01.11.,이어 “보안 패러다임 변화에 발맞춰 디지털 안전망을 구축해 나가야 한다”며 “인공지능(AI) 기술을 적극 도입해 대응체계도 고도화해야 한다”고... 한국인터넷윤리학회 및 한국인공지능법학회 부회장·개인정보보호위원회 자문위원·대통령직속 정책기획위원회 정책기획위원·정보통신정책연구원...
